Municipality|Ward_Name|Ward_Number|Contest|Party|Candidate|Votes
City of Kenosha|Wards 11|11|Register of Deeds|DEM|Jennifer Mack|961
City of Kenosha|Wards 11|11|Register of Deeds|Write-In||26
City of Kenosha|Wards 11|11|State Referendum|Yes||924
City of Kenosha|Wards 11|11|State Referendum|No||356
City of Kenosha|Wards 12|12|President / Vice President|DEM|Kamala D. Harris / Tim Walz|499
City of Kenosha|Wards 12|12|President / Vice President|REP|Donald J. Trump / JD Vance|362
City of Kenosha|Wards 12|12|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|6
City of Kenosha|Wards 12|12|President / Vice President|GRN|Jill Stein / Rudolph Ware|5
City of Kenosha|Wards 12|12|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|2
City of Kenosha|Wards 12|12|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|2
City of Kenosha|Wards 12|12|President / Vice President|CON|Randall Terry / Stephen Broden|1
City of Kenosha|Wards 12|12|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 12|12|President / Vice President|Write-In||3
City of Kenosha|Wards 12|12|United States Senator|DEM|Tammy Baldwin|510
City of Kenosha|Wards 12|12|United States Senator|REP|Eric Hovde|340
City of Kenosha|Wards 12|12|United States Senator|DTC|Phil Anderson|13
City of Kenosha|Wards 12|12|United States Senator|AFT|Thomas Leager|8
City of Kenosha|Wards 12|12|United States Senator|Write-In||0
City of Kenosha|Wards 12|12|Representative in Congress|DEM|Peter Barca|494
City of Kenosha|Wards 12|12|Representative in Congress|REP|Bryan Steil|356
City of Kenosha|Wards 12|12|Representative in Congress|GRN|Chester Todd, Jr.|17
City of Kenosha|Wards 12|12|Representative in Congress|Write-In||0
City of Kenosha|Wards 12|12|State Senator District 22|DEM|Robert W. Wirch|645
City of Kenosha|Wards 12|12|State Senator District 22|Write-In||29
City of Kenosha|Wards 12|12|Representative to the Assembly District 64|DEM|Tip McGuire|497
City of Kenosha|Wards 12|12|Representative to the Assembly District 64|REP|Ed Hibsch|348
City of Kenosha|Wards 12|12|Representative to the Assembly District 64|Write-In||0
City of Kenosha|Wards 12|12|District Attorney|DEM|Carli McNeill|499
City of Kenosha|Wards 12|12|District Attorney|REP|Xavier Solis|351
City of Kenosha|Wards 12|12|District Attorney|Write-In||1
City of Kenosha|Wards 12|12|County Clerk|DEM|Regi Waligora|629
City of Kenosha|Wards 12|12|County Clerk|Write-In||27
City of Kenosha|Wards 12|12|County Treasurer|DEM|Teri Jacobson|635
City of Kenosha|Wards 12|12|County Treasurer|Write-In||23
City of Kenosha|Wards 12|12|Register of Deeds|DEM|Jennifer Mack|629
City of Kenosha|Wards 12|12|Register of Deeds|Write-In||22
City of Kenosha|Wards 12|12|State Referendum|Yes||573
City of Kenosha|Wards 12|12|State Referendum|No||252
City of Kenosha|Wards 13|13|President / Vice President|DEM|Kamala D. Harris / Tim Walz|720
City of Kenosha|Wards 13|13|President / Vice President|REP|Donald J. Trump / JD Vance|639
City of Kenosha|Wards 13|13|President / Vice President|GRN|Jill Stein / Rudolph Ware|4
City of Kenosha|Wards 13|13|President / Vice President|JFA|Cornel West / Melina Abdullah|4
City of Kenosha|Wards 13|13|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|4
City of Kenosha|Wards 13|13|President / Vice President|CON|Randall Terry / Stephen Broden|3
City of Kenosha|Wards 13|13|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|2
City of Kenosha|Wards 13|13|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 13|13|President / Vice President|Write-In||6
City of Kenosha|Wards 13|13|United States Senator|DEM|Tammy Baldwin|711
City of Kenosha|Wards 13|13|United States Senator|REP|Eric Hovde|635
City of Kenosha|Wards 13|13|United States Senator|DTC|Phil Anderson|17
City of Kenosha|Wards 13|13|United States Senator|AFT|Thomas Leager|7
City of Kenosha|Wards 13|13|United States Senator|Write-In||1
City of Kenosha|Wards 13|13|Representative in Congress|DEM|Peter Barca|694
City of Kenosha|Wards 13|13|Representative in Congress|REP|Bryan Steil|657
City of Kenosha|Wards 13|13|Representative in Congress|GRN|Chester Todd, Jr.|18
City of Kenosha|Wards 13|13|Representative in Congress|Write-In||1
City of Kenosha|Wards 13|13|State Senator District 22|DEM|Robert W. Wirch|988
City of Kenosha|Wards 13|13|State Senator District 22|Write-In||42
City of Kenosha|Wards 13|13|Representative to the Assembly District 64|DEM|Tip McGuire|722
City of Kenosha|Wards 13|13|Representative to the Assembly District 64|REP|Ed Hibsch|618
City of Kenosha|Wards 13|13|Representative to the Assembly District 64|Write-In||2
City of Kenosha|Wards 13|13|District Attorney|DEM|Carli McNeill|744
City of Kenosha|Wards 13|13|District Attorney|REP|Xavier Solis|589
City of Kenosha|Wards 13|13|District Attorney|Write-In||2
City of Kenosha|Wards 13|13|County Clerk|DEM|Regi Waligora|961
City of Kenosha|Wards 13|13|County Clerk|Write-In||35
City of Kenosha|Wards 13|13|County Treasurer|DEM|Teri Jacobson|960
City of Kenosha|Wards 13|13|County Treasurer|Write-In||36
City of Kenosha|Wards 13|13|Register of Deeds|DEM|Jennifer Mack|959
City of Kenosha|Wards 13|13|Register of Deeds|Write-In||32
City of Kenosha|Wards 13|13|State Referendum|Yes||881
City of Kenosha|Wards 13|13|State Referendum|No||417
City of Kenosha|Wards 14|14|President / Vice President|DEM|Kamala D. Harris / Tim Walz|459
City of Kenosha|Wards 14|14|President / Vice President|REP|Donald J. Trump / JD Vance|439
City of Kenosha|Wards 14|14|President / Vice President|GRN|Jill Stein / Rudolph Ware|5
City of Kenosha|Wards 14|14|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|4
City of Kenosha|Wards 14|14|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|3
City of Kenosha|Wards 14|14|President / Vice President|JFA|Cornel West / Melina Abdullah|3
City of Kenosha|Wards 14|14|President / Vice President|CON|Randall Terry / Stephen Broden|2
City of Kenosha|Wards 14|14|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 14|14|President / Vice President|Write-In||3
City of Kenosha|Wards 14|14|United States Senator|DEM|Tammy Baldwin|474
City of Kenosha|Wards 14|14|United States Senator|REP|Eric Hovde|414
City of Kenosha|Wards 14|14|United States Senator|DTC|Phil Anderson|15
City of Kenosha|Wards 14|14|United States Senator|AFT|Thomas Leager|7
City of Kenosha|Wards 14|14|United States Senator|Write-In||2
City of Kenosha|Wards 14|14|Representative in Congress|DEM|Peter Barca|454
City of Kenosha|Wards 14|14|Representative in Congress|REP|Bryan Steil|429
City of Kenosha|Wards 14|14|Representative in Congress|GRN|Chester Todd, Jr.|22
City of Kenosha|Wards 14|14|Representative in Congress|Write-In||1
City of Kenosha|Wards 14|14|State Senator District 22|DEM|Robert W. Wirch|638
City of Kenosha|Wards 14|14|State Senator District 22|Write-In||34
City of Kenosha|Wards 14|14|Representative to the Assembly District 64|DEM|Tip McGuire|469
City of Kenosha|Wards 14|14|Representative to the Assembly District 64|REP|Ed Hibsch|412
City of Kenosha|Wards 14|14|Representative to the Assembly District 64|Write-In||1
City of Kenosha|Wards 14|14|District Attorney|DEM|Carli McNeill|463
City of Kenosha|Wards 14|14|District Attorney|REP|Xavier Solis|414
City of Kenosha|Wards 14|14|District Attorney|Write-In||1
City of Kenosha|Wards 14|14|County Clerk|DEM|Regi Waligora|619
City of Kenosha|Wards 14|14|County Clerk|Write-In||30
City of Kenosha|Wards 14|14|County Treasurer|DEM|Teri Jacobson|629
City of Kenosha|Wards 14|14|County Treasurer|Write-In||29
City of Kenosha|Wards 14|14|Register of Deeds|DEM|Jennifer Mack|621
City of Kenosha|Wards 14|14|Register of Deeds|Write-In||25
City of Kenosha|Wards 14|14|State Referendum|Yes||600
City of Kenosha|Wards 14|14|State Referendum|No||263
City of Kenosha|Wards 15|15|President / Vice President|DEM|Kamala D. Harris / Tim Walz|440
City of Kenosha|Wards 15|15|President / Vice President|REP|Donald J. Trump / JD Vance|195
City of Kenosha|Wards 15|15|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|3
City of Kenosha|Wards 15|15|President / Vice President|GRN|Jill Stein / Rudolph Ware|2
City of Kenosha|Wards 15|15|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 15|15|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 15|15|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 15|15|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|0
City of Kenosha|Wards 15|15|President / Vice President|Write-In||1
City of Kenosha|Wards 15|15|United States Senator|DEM|Tammy Baldwin|444
City of Kenosha|Wards 15|15|United States Senator|REP|Eric Hovde|169
City of Kenosha|Wards 15|15|United States Senator|DTC|Phil Anderson|8
City of Kenosha|Wards 15|15|United States Senator|AFT|Thomas Leager|7
City of Kenosha|Wards 15|15|United States Senator|Write-In||3
City of Kenosha|Wards 15|15|Representative in Congress|DEM|Peter Barca|404
City of Kenosha|Wards 15|15|Representative in Congress|REP|Bryan Steil|188
City of Kenosha|Wards 15|15|Representative in Congress|GRN|Chester Todd, Jr.|27
City of Kenosha|Wards 15|15|Representative in Congress|Write-In||2
City of Kenosha|Wards 15|15|State Senator District 22|DEM|Robert W. Wirch|491
City of Kenosha|Wards 15|15|State Senator District 22|Write-In||23
City of Kenosha|Wards 15|15|Representative to the Assembly District 64|DEM|Tip McGuire|424
City of Kenosha|Wards 15|15|Representative to the Assembly District 64|REP|Ed Hibsch|170
City of Kenosha|Wards 15|15|Representative to the Assembly District 64|Write-In||4
City of Kenosha|Wards 15|15|District Attorney|DEM|Carli McNeill|410
City of Kenosha|Wards 15|15|District Attorney|REP|Xavier Solis|188
City of Kenosha|Wards 15|15|District Attorney|Write-In||3
City of Kenosha|Wards 15|15|County Clerk|DEM|Regi Waligora|498
City of Kenosha|Wards 15|15|County Clerk|Write-In||15
City of Kenosha|Wards 15|15|County Treasurer|DEM|Teri Jacobson|491
City of Kenosha|Wards 15|15|County Treasurer|Write-In||16
City of Kenosha|Wards 15|15|Register of Deeds|DEM|Jennifer Mack|494
City of Kenosha|Wards 15|15|Register of Deeds|Write-In||16
City of Kenosha|Wards 15|15|State Referendum|Yes||429
City of Kenosha|Wards 15|15|State Referendum|No||154
City of Kenosha|Wards 16|16|President / Vice President|DEM|Kamala D. Harris / Tim Walz|370
City of Kenosha|Wards 16|16|President / Vice President|REP|Donald J. Trump / JD Vance|179
City of Kenosha|Wards 16|16|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|3
City of Kenosha|Wards 16|16|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|2
City of Kenosha|Wards 16|16|President / Vice President|GRN|Jill Stein / Rudolph Ware|2
City of Kenosha|Wards 16|16|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 16|16|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 16|16|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 16|16|President / Vice President|Write-In||0
City of Kenosha|Wards 16|16|United States Senator|DEM|Tammy Baldwin|360
City of Kenosha|Wards 16|16|United States Senator|REP|Eric Hovde|160
City of Kenosha|Wards 16|16|United States Senator|DTC|Phil Anderson|11
City of Kenosha|Wards 16|16|United States Senator|AFT|Thomas Leager|11
City of Kenosha|Wards 16|16|United States Senator|Write-In||0
City of Kenosha|Wards 16|16|Representative in Congress|DEM|Peter Barca|354
City of Kenosha|Wards 16|16|Representative in Congress|REP|Bryan Steil|170
City of Kenosha|Wards 16|16|Representative in Congress|GRN|Chester Todd, Jr.|14
City of Kenosha|Wards 16|16|Representative in Congress|Write-In||0
City of Kenosha|Wards 16|16|State Senator District 22|DEM|Robert W. Wirch|429
City of Kenosha|Wards 16|16|State Senator District 22|Write-In||16
City of Kenosha|Wards 16|16|Representative to the Assembly District 64|DEM|Tip McGuire|363
City of Kenosha|Wards 16|16|Representative to the Assembly District 64|REP|Ed Hibsch|159
City of Kenosha|Wards 16|16|Representative to the Assembly District 64|Write-In||2
City of Kenosha|Wards 16|16|District Attorney|DEM|Carli McNeill|358
City of Kenosha|Wards 16|16|District Attorney|REP|Xavier Solis|166
City of Kenosha|Wards 16|16|District Attorney|Write-In||2
City of Kenosha|Wards 16|16|County Clerk|DEM|Regi Waligora|433
City of Kenosha|Wards 16|16|County Clerk|Write-In||16
City of Kenosha|Wards 16|16|County Treasurer|DEM|Teri Jacobson|427
City of Kenosha|Wards 16|16|County Treasurer|Write-In||15
City of Kenosha|Wards 16|16|Register of Deeds|DEM|Jennifer Mack|422
City of Kenosha|Wards 16|16|Register of Deeds|Write-In||15
City of Kenosha|Wards 16|16|State Referendum|Yes||354
City of Kenosha|Wards 16|16|State Referendum|No||148
City of Kenosha|Wards 17|17|President / Vice President|DEM|Kamala D. Harris / Tim Walz|177
City of Kenosha|Wards 17|17|President / Vice President|REP|Donald J. Trump / JD Vance|126
City of Kenosha|Wards 17|17|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|6
City of Kenosha|Wards 17|17|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|1
City of Kenosha|Wards 17|17|President / Vice President|GRN|Jill Stein / Rudolph Ware|1
City of Kenosha|Wards 17|17|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 17|17|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 17|17|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 17|17|President / Vice President|Write-In||1
City of Kenosha|Wards 17|17|United States Senator|DEM|Tammy Baldwin|174
City of Kenosha|Wards 17|17|United States Senator|REP|Eric Hovde|115
City of Kenosha|Wards 17|17|United States Senator|DTC|Phil Anderson|9
City of Kenosha|Wards 17|17|United States Senator|AFT|Thomas Leager|8
City of Kenosha|Wards 17|17|United States Senator|Write-In||1
City of Kenosha|Wards 17|17|Representative in Congress|DEM|Peter Barca|176
City of Kenosha|Wards 17|17|Representative in Congress|REP|Bryan Steil|121
City of Kenosha|Wards 17|17|Representative in Congress|GRN|Chester Todd, Jr.|7
City of Kenosha|Wards 17|17|Representative in Congress|Write-In||1
City of Kenosha|Wards 17|17|State Senator District 22|DEM|Robert W. Wirch|221
City of Kenosha|Wards 17|17|State Senator District 22|Write-In||6
City of Kenosha|Wards 17|17|Representative to the Assembly District 64|DEM|Tip McGuire|178
City of Kenosha|Wards 17|17|Representative to the Assembly District 64|REP|Ed Hibsch|115
City of Kenosha|Wards 17|17|Representative to the Assembly District 64|Write-In||1
City of Kenosha|Wards 17|17|District Attorney|DEM|Carli McNeill|176
City of Kenosha|Wards 17|17|District Attorney|REP|Xavier Solis|119
City of Kenosha|Wards 17|17|District Attorney|Write-In||1
City of Kenosha|Wards 17|17|County Clerk|DEM|Regi Waligora|214
City of Kenosha|Wards 17|17|County Clerk|Write-In||6
City of Kenosha|Wards 17|17|County Treasurer|DEM|Teri Jacobson|217
City of Kenosha|Wards 17|17|County Treasurer|Write-In||6
City of Kenosha|Wards 17|17|Register of Deeds|DEM|Jennifer Mack|207
City of Kenosha|Wards 17|17|Register of Deeds|Write-In||6
City of Kenosha|Wards 17|17|State Referendum|Yes||197
City of Kenosha|Wards 17|17|State Referendum|No||80
City of Kenosha|Wards 18|18|President / Vice President|DEM|Kamala D. Harris / Tim Walz|197
City of Kenosha|Wards 18|18|President / Vice President|REP|Donald J. Trump / JD Vance|160
City of Kenosha|Wards 18|18|President / Vice President|GRN|Jill Stein / Rudolph Ware|2
City of Kenosha|Wards 18|18|President / Vice President|WTP|Robert F. Kennedy, Jr. / Nicole Shanahan|1
City of Kenosha|Wards 18|18|President / Vice President|LIB|Chase Russell Oliver / Mike ter Maat|1
City of Kenosha|Wards 18|18|President / Vice President|PSL|Claudia De la Cruz / Karina Garcia|0
City of Kenosha|Wards 18|18|President / Vice President|JFA|Cornel West / Melina Abdullah|0
City of Kenosha|Wards 18|18|President / Vice President|CON|Randall Terry / Stephen Broden|0
City of Kenosha|Wards 18|18|President / Vice President|Write-In||0
City of Kenosha|Wards 18|18|United States Senator|DEM|Tammy Baldwin|197
City of Kenosha|Wards 18|18|United States Senator|REP|Eric Hovde|141
City of Kenosha|Wards 18|18|United States Senator|DTC|Phil Anderson|8
City of Kenosha|Wards 18|18|United States Senator|AFT|Thomas Leager|8
City of Kenosha|Wards 18|18|United States Senator|Write-In||1
City of Kenosha|Wards 18|18|Representative in Congress|DEM|Peter Barca|186
City of Kenosha|Wards 18|18|Representative in Congress|REP|Bryan Steil|154
City of Kenosha|Wards 18|18|Representative in Congress|GRN|Chester Todd, Jr.|12
City of Kenosha|Wards 18|18|Representative in Congress|Write-In||1
City of Kenosha|Wards 18|18|State Senator District 22|DEM|Robert W. Wirch|270
City of Kenosha|Wards 18|18|State Senator District 22|Write-In||7
City of Kenosha|Wards 18|18|Representative to the Assembly District 65|DEM|Ben DeSmidt|190
City of Kenosha|Wards 18|18|Representative to the Assembly District 65|REP|Brian Gonzales|148
City of Kenosha|Wards 18|18|Representative to the Assembly District 65|Write-In||3
City of Kenosha|Wards 18|18|District Attorney|DEM|Carli McNeill|193
City of Kenosha|Wards 18|18|District Attorney|REP|Xavier Solis|151
City of Kenosha|Wards 18|18|District Attorney|Write-In||2
City of Kenosha|Wards 18|18|County Clerk|DEM|Regi Waligora|260
City of Kenosha|Wards 18|18|County Clerk|Write-In||9
City of Kenosha|Wards 18|18|County Treasurer|DEM|Teri Jacobson|259
City of Kenosha|Wards 18|18|County Treasurer|Write-In||7
City of Kenosha|Wards 18|18|Register of Deeds|DEM|Jennifer Mack|257
City of Kenosha|Wards 18|18|Register of Deeds|Write-In||7
City of Kenosha|Wards 18|18|State Referendum|Yes||254
City of Kenosha|Wards 18|18|State Referendum|No||83
